Edad,Empleo,Estudios,Grados de estudio,Puesto,Rol familiar,Raza,Genero,Pais de nacimiento,Salario(K),Race
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,56, White
18, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, Black, Male, United-States,29, White
30, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,48, White
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,24, White
52, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,21, White
52, Private, HS-grad, Divorced, Other-service, Other-relative, White, Male, United-States,26, White
23, Local-gov, HS-grad, Never-married, Other-service, Own-child, Black, Male, United-States,27, White
23, Self-emp-not-inc, 10th, Never-married, Craft-repair, Not-in-family, White, Male, United-States,27, White
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,33, White
19, Private, 11th, Never-married, Craft-repair, Other-relative, White, Male, United-States,35, White
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,27, White
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male, United-States,46, White
69, Private, HS-grad, Widowed, Handlers-cleaners, Not-in-family, White, Female, United-States,30, White
46, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female, United-States,28, White
33, Private, HS-grad, Separated, Tech-support, Not-in-family, White, Male, United-States,45, White
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,28, White
56, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, ?,35, White
29, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,48, White
41, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States,47, White
22, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States,20, White
28, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,40, Black
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,44, Asian-Pac-Islander
35, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,40, White
38, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States,43, White
17, Private, 10th, Never-married, Other-service, Own-child, White, Female, United-States,35, White
39, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,37, Asian-Pac-Islander
27, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, Black, Male, United-States,49, Amer-Indian-Eskimo
50, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, United-States,33, White
56, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,28, White
80, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,20, White
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Wife, White, Female, United-States,23, White
52, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male, United-States,94, White
26, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, Black, Male, England,38, White
43, Private, HS-grad, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female, South,48, White
45, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, United-States,35, White
41, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male, United-States,56, White
30, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female, United-States,37, White
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,28, White
43, Local-gov, Some-college, Divorced, Other-service, Unmarried, White, Female, United-States,43, White
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,70, White
54, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Male, United-States,41, White
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female, United-States,56, White
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States,84, White
18, Private, 11th, Never-married, Other-service, Own-child, White, Male, United-States,25, White
38, Private, Some-college, Separated, Prof-specialty, Unmarried, White, Female, Germany,46, White
41, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,48, White
22, ?, 12th, Never-married, ?, Not-in-family, White, Male, United-States,32, White
66, Self-emp-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,68, White
70, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male, United-States,36, White
58, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Wife, White, Female, ?,57, White
60, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Unmarried, White, Female, United-States,43, Black
24, Local-gov, 10th, Never-married, Craft-repair, Unmarried, Black, Male, Haiti,42, White
61, Private, 11th, Divorced, Other-service, Unmarried, White, Female, United-States,34, White
35, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,25, White
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female, United-States,22, White
52, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female, United-States,41, White
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States,68, White
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States,41, White
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,30, White
52, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States,20, White
41, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, White, Female, Cuba,22, White
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,33, White
38, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,79, White
27, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female, United-States,28, White
38, Private, Masters, Never-married, Adm-clerical, Unmarried, White, Female, United-States,37, White
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, United-States,99, White
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,56, Asian-Pac-Islander
38, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, ?,96, Black
22, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Male, United-States,38, White
40, Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,82, White
20, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,43, White
34, Federal-gov, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,27, White
24, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male, United-States,25, White
58, Federal-gov, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male, United-States,88, White
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States,41, White
43, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States,27, White
38, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female, United-States,30, White
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,24, White
27, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,20, White
18, Private, 10th, Never-married, Sales, Own-child, White, Female, United-States,29, White
37, Private, HS-grad, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male, United-States,67, White
48, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, United-States,27, White
40, Private, 7th-8th, Separated, Other-service, Not-in-family, White, Female, United-States,42, White
50, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, Japan,64, White
57, Private, HS-grad, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Female, United-States,41, White
36, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,94, Black
41, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,25, White
90, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,39, White
66, Private, 7th-8th, Widowed, Other-service, Not-in-family, Black, Female, United-States,27, White
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Female, United-States,39, White
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male, Vietnam,35, Black
35, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,41, Black
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,30, White
33, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male, United-States,80, White
32, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,21, White
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, United-States,43, Black
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,37, White
40, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States,22, White
27, Self-emp-not-inc, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male, United-States,31, White
34, Local-gov, HS-grad, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male, United-States,46, White
35, Private, Assoc-voc, Married-civ-spouse, Other-service, Wife, Black, Female, United-States,83, White
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,37, Black
41, Private, HS-grad, Separated, Other-service, Unmarried, Black, Female, United-States,26, White
33, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States,52, White
22, ?, HS-grad, Married-civ-spouse, ?, Own-child, White, Female, United-States,30, White
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,77, White
20, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,35, White
18, Local-gov, 11th, Never-married, Protective-serv, Own-child, White, Male, United-States,22, Asian-Pac-Islander
63, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, ?,81, White
49, Private, 7th-8th, Divorced, Other-service, Unmarried, White, Female, United-States,22, Black
58, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States,30, White
23, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, White, Female, United-States,25, White
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,83, White
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,20, White
23, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female, United-States,22, White
17, ?, 10th, Never-married, ?, Own-child, White, Male, United-States,24, White
20, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States,30, White
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,63, White
64, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female, United-States,31, White
34, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female, United-States,34, White
63, Private, Assoc-acdm, Married-spouse-absent, Adm-clerical, Other-relative, White, Female, United-States,37, White
51, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female, United-States,20, White
40, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female, United-States,22, White
55, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,32, White
35, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, ?,38, White
30, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States,42, Asian-Pac-Islander
47, ?, Bachelors, Married-civ-spouse, ?, Husband, White, Male, United-States,48, Other
29, Private, 10th, Never-married, Craft-repair, Not-in-family, Black, Male, ?,24, Asian-Pac-Islander
17, ?, 11th, Never-married, ?, Own-child, White, Female, United-States,49, White
32, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,96, White
55, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,21, White
47, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,92, White
50, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male, United-States,23, White
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male, United-States,60, White
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,54, White
60, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male, United-States,45, White
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,20, White
58, Private, Bachelors, Widowed, Exec-managerial, Unmarried, White, Male, United-States,65, White
45, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,29, Black
31, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male, United-States,35, White
32, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States,42, White
37, Private, Some-college, Divorced, Other-service, Unmarried, White, Female, United-States,49, White
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,33, White
26, Private, 12th, Never-married, Craft-repair, Not-in-family, White, Male, Mexico,41, White
47, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,92, White
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,97, White
42, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Male, United-States,25, White
48, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Female, United-States,80, White
32, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female, United-States,38, Black
35, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States,58, White
46, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States,50, White
38, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male, United-States,23, Black
49, ?, HS-grad, Married-spouse-absent, ?, Not-in-family, White, Male, United-States,20, White
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,65, White
61, ?, HS-grad, Divorced, ?, Not-in-family, White, Male, United-States,27, White
45, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Black, Male, United-States,48, White
31, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States,36, White
52, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,66, White
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, United-States,37, Black
64, ?, 11th, Married-civ-spouse, ?, Husband, White, Male, United-States,39, White
20, ?, Some-college, Never-married, ?, Own-child, White, Male, United-States,28, White
24, Private, Masters, Never-married, Tech-support, Not-in-family, White, Male, United-States,47, White
29, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,78, Asian-Pac-Islander
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, United-States,20, White
34, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,46, White
54, Private, Masters, Widowed, Adm-clerical, Unmarried, White, Female, United-States,40, White
21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female, United-States,48, White
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female, United-States,30, White
79, Private, 7th-8th, Widowed, Priv-house-serv, Not-in-family, White, Female, United-States,49, Black
55, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,51, White
42, ?, HS-grad, Married-spouse-absent, ?, Not-in-family, White, Male, United-States,32, White
60, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female, United-States,30, White
37, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, Black, Male, United-States,33, White
47, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, United-States,47, Black
20, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Male, United-States,35, White
53, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male, Canada,41, White
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, United-States,40, White
43, Private, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female, United-States,26, White
24, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,45, Black
23, Private, HS-grad, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male, United-States,38, White
29, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Other, Male, United-States,49, White
58, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female, United-States,34, Black
55, ?, Assoc-acdm, Married-civ-spouse, ?, Husband, Black, Male, United-States,79, White
40, Private, Masters, Never-married, Adm-clerical, Own-child, White, Female, United-States,31, Asian-Pac-Islander
43, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States,38, White
25, State-gov, Masters, Never-married, Exec-managerial, Not-in-family, White, Male, United-States,33, White
23, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Male, United-States,33, White
34, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,46, White
26, Private, Some-college, Separated, Sales, Unmarried, White, Female, United-States,37, White
60, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,100, White
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,77, White
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male, United-States,42, Black
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,29, White
33, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male, United-States,30, Black
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States,93, White
39, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States,47, White
29, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,68, Asian-Pac-Islander
29, ?, Some-college, Never-married, ?, Own-child, Black, Female, United-States,24, White
52, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male, United-States,49, Asian-Pac-Islander
34, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male, United-States,79, White
24, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States,47, Black
77, Self-emp-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,76, White
34, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,45, White
53, Self-emp-not-inc, 9th, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,35, White
31, Private, HS-grad, Separated, Craft-repair, Not-in-family, Black, Male, United-States,37, White
58, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female, United-States,27, White
50, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male, United-States,99, White
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,46, Asian-Pac-Islander
57, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female, United-States,20, White
32, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female, United-States,21, White
77, Private, 9th, Married-civ-spouse, Priv-house-serv, Wife, Black, Female, United-States,28, White
37, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Male, United-States,24, White
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, White, Female, United-States,32, White
33, Self-emp-not-inc, Assoc-acdm, Divorced, Sales, Unmarried, Black, Male, United-States,42, White
53, Local-gov, HS-grad, Married-spouse-absent, Transport-moving, Other-relative, White, Female, United-States,45, White
32, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male, United-States,43, Asian-Pac-Islander
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,29, White
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States,28, White
33, Private, Bachelors, Married-spouse-absent, Other-service, Unmarried, White, Female, United-States,46, White
31, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,42, White
28, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female, United-States,25, White
19, Private, 12th, Never-married, Other-service, Own-child, White, Female, United-States,28, White
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States,49, White
21, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, Mexico,28, White
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,38, White
46, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, United-States,33, White
31, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, United-States,39, White
60, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,62, White
21, Private, 10th, Separated, Sales, Unmarried, Black, Female, United-States,48, White
38, ?, 11th, Never-married, ?, Not-in-family, White, Female, United-States,25, White
31, Private, Assoc-voc, Divorced, Transport-moving, Not-in-family, White, Male, United-States,49, White
26, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States,95, White
46, Private, HS-grad, Divorced, Priv-house-serv, Not-in-family, White, Female, United-States,49, Amer-Indian-Eskimo
25, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,67, White
23, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male, United-States,21, White
53, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,97, White
42, ?, Masters, Married-civ-spouse, ?, Wife, White, Female, United-States,76, White
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States,46, White
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,77, White
70, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male, United-States,33, White
55, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States,97, White
40, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,59, Black
17, Private, 10th, Never-married, Other-service, Own-child, White, Male, United-States,48, Black
18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States,43, Black
34, Private, Masters, Never-married, Sales, Unmarried, White, Male, United-States,74, White
41, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female, United-States,35, White
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male, United-States,33, White
23, State-gov, HS-grad, Never-married, Protective-serv, Own-child, White, Male, United-States,35, White
32, Private, Some-college, Never-married, Exec-managerial, Other-relative, White, Male, United-States,27, White
56, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States,28, White
36, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male, United-States,21, White
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male, United-States,49, White
62, Private, Bachelors, Widowed, Tech-support, Unmarried, White, Female, United-States,22, White
35, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female, United-States,22, White
25, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,47, White
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,49, White
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States,48, Black
31, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,20, White
23, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male, Columbia,34, Black
58, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,51, White
55, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,55, White
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,22, White
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,26, White
28, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,81, White
40, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,24, White
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States,89, White
27, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, India,43, Black
55, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male, United-States,43, White
53, Private, HS-grad, Separated, Transport-moving, Unmarried, White, Male, United-States,25, Asian-Pac-Islander
23, Private, 12th, Never-married, Transport-moving, Not-in-family, White, Male, United-States,38, White
66, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male, United-States,31, White
34, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,87, White
39, Private, 10th, Divorced, Transport-moving, Not-in-family, White, Male, United-States,45, White
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female, United-States,30, White
26, Private, Some-college, Married-spouse-absent, Adm-clerical, Own-child, Other, Female, United-States,26, White
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, Cuba,45, White
59, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States,39, White
61, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,32, White
30, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States,85, White
22, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,41, White
47, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female, United-States,46, White
50, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male, United-States,44, White
67, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female, United-States,38, White
59, Local-gov, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,46, White
35, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female, United-States,79, White
56, Self-emp-not-inc, Some-college, Married-spouse-absent, Farming-fishing, Not-in-family, White, Female, United-States,74, White
28, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Black, Male, ?,25, White
34, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female, United-States,26, White
63, Private, 10th, Widowed, Farming-fishing, Unmarried, White, Female, United-States,34, White
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, Germany,27, Black
41, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,56, White
26, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female, United-States,29, White
47, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male, United-States,40, White
29, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,26, White
30, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, United-States,33, White
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male, United-States,37, Black
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,20, White
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,23, White
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States,39, White
45, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male, India,43, White
37, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male, United-States,21, White
44, Local-gov, Doctorate, Married-spouse-absent, Prof-specialty, Unmarried, White, Female, United-States,20, White
34, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, United-States,28, White
30, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female, United-States,43, White
